idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag681158-254578188;pr;a;v;0;120;;5;314500;;;0;0;0;2;D;162;47.75201;7.39218;Oui;2.0;;2.0;;Sud;;;2.0;;;;;;;;;;Collectif;a;n;-900.0;a;2020-06;68278;0103;682780103;H;H;6827801;68701;44;68;11.98;1.0;0.055;9.65;5.0;0.044;2620.83
160023733;pr;m;v;0;141;;7;250000;;;1060;0;0;0;D;230;47.76562;7.39444;Oui;;;;;0;C;;;;;;;;;;;;;a;;9.0;m;2020-06;68278;0105;682780105;H;H;6827801;68701;44;68;;;;8.59;1.0;0.058;1773.05
iad-france-780200;pr;m;v;0;141;262.0;7;255000;;;0;0;0;0;D;230;47.76657;7.3972;Oui;2.0;;;False;0;C;;;;;False;;;;;;;;m;n;-900.0;m;2020-06;68278;0105;682780105;H;H;6827801;68701;44;68;;;;8.59;1.0;0.057;1808.51
immo-facile-37026458;pr;m;v;0;135;632.0;7;385000;;;0;0;1;1;C;148;47.75186;7.41197;Oui;2.0;;4.0;True;0;E;1986.0;2.0;;;False;;;;;;Radiateur;Individuel;a;n;-891.0;m;2020-06;68278;0102;682780102;H;H;6827801;68701;44;68;;;;8.59;1.0;0.036;2851.85
hektor-immo-wittenheim-3191;pr;m;v;0;113;579.0;6;370240;;;0;0;1;0;F;431.0;47.74809;7.42525;Non;;;;False;0;G;1970.0;1.0;;;;;;;;Fioul;Radiateur;;a;n;-892.0;m;2020-06;68278;0102;682780102;H;H;6827801;68701;44;68;11.67;1.0;0.043;8.27;5.0;0.03;3276.46
orpi-1-054927E1M0WE;pr;m;v;0;123;579.0;6;373800;;;0;0;0;2;F;431;47.74657;7.41909;Non;;;5.0;;0;G;;;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68278;0102;682780102;H;H;6827801;68701;44;68;11.67;1.0;0.046;8.27;5.0;0.033;3039.02
160254473;pr;m;v;0;106;;4;340000;;;1431;0;0;0;C;121;47.74798;7.41285;Non;;;;;0;E;;;;;;;;;;;;;a;;2.0;m;2020-06;68278;0102;682780102;H;H;6827801;68701;44;68;11.17;3.0;0.042;11.79;5.0;0.044;3207.55
ag680632-253416457;pr;a;v;1;93;;5;80000;;;0;1;0;1;D;205.48;47.75399;7.37993;Oui;9.0;;;True;0;F;;1.0;;;False;;True;27.0;3041.0;Gaz;;Collectif;a;n;-891.0;a;2020-06;68278;0104;682780104;H;H;6827801;68701;44;68;9.58;2.0;0.134;9.65;5.0;0.135;860.22
159953475;pr;a;v;0;93;;5;80000;;;339;0;0;0;D;205;47.75278;7.38233;Oui;;;;;0;F;;;;;;;;27.0;;;;;a;;2.0;a;2020-06;68278;0104;682780104;H;H;6827801;68701;44;68;9.58;2.0;0.134;9.65;5.0;0.135;860.22
apimo-4009624;pr;a;v;0;67;;3;122000;;;0;0;0;0;C;133.0;47.75257;7.38214;0;7.0;;;;Est;E;;;;;;;;;2760.0;Gaz;Radiateur;Collectif;a;n;-900.0;a;2020-06;68278;0104;682780104;H;H;6827801;68701;44;68;10.49;19.0;0.069;11.08;70.0;0.073;1820.9
ag681158-254578179;pr;m;v;0;95;;4;287500;;;0;0;0;1;NS;;47.75713;7.417;Non;;;1.0;True;0;;;2.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68278;0102;682780102;H;H;6827801;68701;44;68;11.17;3.0;0.044;11.79;5.0;0.047;3026.32
ag681158-254578146;pr;m;v;0;87;;4;273000;;;0;0;0;1;NS;;47.75713;7.417;Non;;;1.0;True;0;;;2.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68278;0102;682780102;H;H;6827801;68701;44;68;11.17;3.0;0.043;11.79;5.0;0.045;3137.93
ag681158-254762427;pr;m;v;0;78;;3;145000;;;0;0;1;1;D;184.0;47.76578;7.38809;Oui;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68278;0106;682780106;H;H;6827801;68701;44;68;;;;13.33;3.0;0.086;1858.97
ag641191-253199641;pr;a;v;1;71;;3;266882;;;0;1;0;1;NS;;47.57406;7.5542;Non;3.0;;1.0;True;sud-est;;;1.0;;;;;True;;;;;;a;n;-892.0;a;2020-06;68297;0101;682970101;H;H;6829701;68403;44;68;12.96;17.0;0.041;12.32;405.0;0.039;3758.9
immo-facile-35871146;pr;m;v;0;137;506.0;7;439875;;;0;0;1;1;C;145;47.61603;7.52881;Oui;;;1.0;;Sud;D;1987.0;2.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;-900.0;m;2020-06;68297;0102;682970102;H;H;6829701;68403;44;68;;;;9.2;3.0;0.034;3210.77
visiteonline-p_5207455;pr;an;v;0;90;;5;404000;;;0;0;0;0;0;;47.5939;7.55964;0;;;;;0;;;;;False;False;;True;;;;;;ca;o;-891.0;a;2020-06;68297;0105;682970105;H;H;6829701;68403;44;68;;;;10.56;16.0;0.028;4488.89
160171237;pr;a;v;0;139;;5;310000;;;1307;0;0;0;0;;47.59207;7.55888;Oui;;;;;0;;;;;;;;;;;;;;a;;0.0;a;2020-06;68297;0105;682970105;H;H;6829701;68403;44;68;;;;10.56;16.0;0.057;2230.22
immo-facile-adresse-11034611;pr;a;v;0;139;;5;315000;;;0;0;0;0;VI;;47.59413;7.55991;Oui;4.0;;;;0;VI;;;;;;;;;;;;;a;n;-900.0;a;2020-06;68297;0105;682970105;H;H;6829701;68403;44;68;;;;10.56;16.0;0.056;2266.19
hektor-generalimmo-3187;pr;a;v;0;67;;3;190000;;;0;0;1;0;E;231;47.58845;7.55777;Non;;;1.0;True;0;D;;1.0;;;;;;;1140.0;Électrique;Radiateur;Individuel;a;n;-892.0;a;2020-06;68297;0105;682970105;H;H;6829701;68403;44;68;12.38;18.0;0.052;12.32;405.0;0.052;2835.82
ag641191-253199647;pr;a;v;0;66;;3;234185;;;0;1;0;1;NS;;47.57406;7.5542;Non;3.0;;1.0;True;Nord-Ouest;;;1.0;;;;;;;;;;;a;n;-892.0;a;2020-06;68297;0101;682970101;H;H;6829701;68403;44;68;12.96;17.0;0.044;12.32;405.0;0.042;3548.26
rodacom-4421187;pr;a;v;4;85;;3;369000;;;0;0;0;1;0;;47.5753;7.5579;Non;4.0;;;True;0;;;;;;;49.0;True;18.0;;;;;a;n;-891.0;a;2020-06;68297;0101;682970101;H;H;6829701;68403;44;68;12.96;17.0;0.036;12.32;405.0;0.034;4341.18
ag680632-251478637;pr;a;v;5;80;;4;126000;;;0;1;0;1;B;75.0;47.75237;7.37241;Oui;8.0;;;True;0;C;;1.0;;;True;;True;106.0;2684.0;Gaz;;Collectif;a;n;-892.0;a;2020-06;68271;0102;682710102;H;H;6827101;68701;44;68;9.61;3.0;0.073;10.51;43.0;0.08;1575.0
citya-immobilier-1273-TAPP430010;pr;a;v;0;70;;4;85000;;;0;0;0;1;VI;;47.74932;7.36056;Oui;;;0.0;;Sud;VI;1970.0;;0.0;;;;False;160.0;1669.0;;;Collectif;a;n;-900.0;a;2020-06;68271;0103;682710103;H;H;6827101;68701;44;68;9.84;14.0;0.097;10.51;43.0;0.104;1214.29
immo-facile-25188760;pr;m;vp;0;105;1291.0;5;499000;;;0;0;1;0;E;317;47.74504;7.35724;Non;2.0;;;True;Nord-Sud;F;1954.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;-891.0;m;2020-06;68271;0103;682710103;H;H;6827101;68701;44;68;11.08;4.0;0.028;10.87;9.0;0.027;4752.38
orpi-1-054037E1LS1I;pr;m;v;0;110;250.0;5;313000;;;0;0;0;2;E;279;48.09552;7.31084;Oui;;;3.0;;0;C;;;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68155;0000;681550000;Z;Z;6815500;68501;44;68;10.05;1.0;0.042;10.05;1.0;0.042;2845.45
160513473;pr;mn;v;0;87;280.0;4;214798;;;0;0;0;0;0;;48.20354;7.28578;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68269;0000;682690000;Z;Z;6826900;68124;44;68;;;;;;;2468.94
160172721;pr;a;v;0;67;;3;170000;;;724;0;0;0;F;438;48.19368;7.32725;Non;;;;;0;C;;;;;;;;6.0;;;;;a;;1.0;a;2020-06;68269;0000;682690000;Z;Z;6826900;68124;44;68;9.07;24.0;0.043;9.07;24.0;0.043;2537.31
160190743;pr;a;v;0;113;;4;280000;;;1192;0;0;0;0;;48.19368;7.32725;Non;;;;;0;;;;;;;;;6.0;;;;;a;;1.0;a;2020-06;68269;0000;682690000;Z;Z;6826900;68124;44;68;9.62;8.0;0.047;9.62;8.0;0.047;2477.88
immo-facile-35563553;pr;m;v;0;116;70.0;5;213200;;;0;0;1;1;D;180.0;48.19342;7.31544;Oui;;;;;0;D;1600.0;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;-892.0;m;2020-06;68269;0000;682690000;Z;Z;6826900;68124;44;68;;;;;;;1837.93
immo-facile-adresse-11052160;pr;a;v;0;142;;4;239000;;;0;3;0;1;C;144;48.06114;7.30199;Oui;2.0;;1.0;True;0;E;1998.0;1.0;;;;;False;36.0;1600.0;Gaz;Radiateur;Collectif;a;n;-892.0;a;2020-06;68365;0000;683650000;Z;Z;6836500;68501;44;68;10.65;1.0;0.076;10.65;1.0;0.076;1683.1
159794609;pr;mn;v;0;132;571.0;5;235500;149500.0;86000.0;0;0;0;0;0;;47.72432;7.2232;0;;;;;0;;;;;;;;;;;;;;cm;;8.0;m;2020-06;68129;0000;681290000;Z;Z;6812900;68000;44;68;;;;;;;1784.09
hektor-MAYAIMMO2020-1622;pr;m;v;0;143;581.0;6;442000;;;0;0;0;1;B;88;47.72179;7.22735;Non;2.0;;1.0;False;0;A;2018.0;2.0;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68129;0000;681290000;Z;Z;6812900;68000;44;68;;;;;;;3090.91
160173271;pr;mn;v;0;100;520.0;5;270000;;;0;0;1;0;0;;47.72432;7.2232;0;;;;;0;;;;;;;;;;;;;;cm;;2.0;m;2020-06;68129;0000;681290000;Z;Z;6812900;68000;44;68;;;;;;;2700.0
160348951;pr;m;v;0;94;;4;160000;;;681;0;0;0;E;262;48.02074;7.27952;Oui;;;;;0;F;;;;;;;;;;;;;a;;1.0;m;2020-06;68350;0000;683500000;Z;Z;6835000;68000;44;68;;;;;;;1702.13
157403405;pr;mn;v;0;136;489.0;5;306700;250700.0;56000.0;0;0;0;0;0;;47.59176;7.20761;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68139;0000;681390000;Z;Z;6813900;68000;44;68;;;;;;;2255.15
157403217;pr;mn;v;0;132;489.0;5;319000;263000.0;56000.0;0;0;0;0;0;;47.59176;7.20761;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68139;0000;681390000;Z;Z;6813900;68000;44;68;;;;;;;2416.67
157403451;pr;mn;v;0;133;489.0;6;285765;229765.0;56000.0;0;0;0;0;0;;47.59176;7.20761;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68139;0000;681390000;Z;Z;6813900;68000;44;68;7.25;1.0;0.04;7.25;1.0;0.04;2148.61
157403539;pr;mn;v;0;101;489.0;5;254000;198000.0;56000.0;0;0;0;0;0;;47.59176;7.20761;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68139;0000;681390000;Z;Z;6813900;68000;44;68;;;;;;;2514.85
157403315;pr;mn;v;0;99;489.0;5;254200;198200.0;56000.0;0;0;0;0;0;;47.59176;7.20761;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68139;0000;681390000;Z;Z;6813900;68000;44;68;;;;;;;2567.68
159626925;pr;mn;v;0;120;630.0;6;409000;245200.0;163800.0;0;0;0;0;0;;47.71067;7.26919;0;;;;;0;;;;;;;;;;;;;;cm;;2.0;m;2020-06;68141;0000;681410000;Z;Z;6814100;68107;44;68;8.0;1.0;0.028;8.0;1.0;0.028;3408.33
160617297;pr;mn;v;0;160;630.0;6;520100;362600.0;157500.0;0;0;0;0;0;;47.71067;7.26919;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68141;0000;681410000;Z;Z;6814100;68107;44;68;8.0;1.0;0.03;8.0;1.0;0.03;3250.62
iad-france-791902;pr;a;v;0;115;;4;195000;;;0;0;0;0;D;182.0;48.18874;7.39625;Oui;1.0;;1.0;False;0;E;1965.0;;;;False;;False;5.0;340.0;Gaz;;Collectif;m;n;-900.0;a;2020-06;68113;0000;681130000;Z;Z;6811300;68000;44;68;;;;;;;1695.65
159876013;pr;mn;v;0;97;405.0;5;253800;193860.0;59940.0;0;0;0;0;0;;48.04288;7.54621;0;;;;;0;;;;;;;;;;;;;;cm;;2.0;m;2020-06;68036;0000;680360000;Z;Z;6803600;68103;44;68;;;;;;;2616.49
160182117;pr;mn;v;0;104;523.0;5;258400;179950.0;78450.0;0;0;0;0;0;;48.04288;7.54621;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68036;0000;680360000;Z;Z;6803600;68103;44;68;;;;;;;2484.62
159794611;pr;mn;v;0;132;480.0;5;236500;149500.0;87000.0;0;0;0;0;0;;48.09935;7.54606;0;;;;;0;;;;;;;;;;;;;;cm;;8.0;m;2020-06;68019;0000;680190000;Z;Z;6801900;68000;44;68;;;;;;;1791.67
159581521;pr;mn;v;0;116;622.0;4;216860;136000.0;80860.0;0;0;0;0;0;;48.09935;7.54606;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68019;0000;680190000;Z;Z;6801900;68000;44;68;;;;;;;1869.48
159581527;pr;mn;v;0;96;495.0;4;188025;121200.0;66825.0;0;0;0;0;0;;48.09935;7.54606;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68019;0000;680190000;Z;Z;6801900;68000;44;68;;;;;;;1958.59
160404535;pr;mn;v;0;92;462.0;5;179751;117380.0;62371.0;0;0;0;0;0;;48.09935;7.54606;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68019;0000;680190000;Z;Z;6801900;68000;44;68;;;;;;;1953.82
159876025;pr;mn;v;0;115;523.0;5;299730;221280.0;78450.0;0;0;0;0;0;;48.09935;7.54606;0;;;;;0;;;;;;;;;;;;;;cm;;2.0;m;2020-06;68019;0000;680190000;Z;Z;6801900;68000;44;68;;;;;;;2606.35
159581529;pr;mn;v;0;102;619.0;4;213355;123600.0;89755.0;0;0;0;0;0;;48.01893;7.52599;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68231;0000;682310000;Z;Z;6823100;68202;44;68;;;;;;;2091.72
159794607;pr;mn;v;0;92;582.0;5;213960;124960.0;89000.0;0;0;0;0;0;;48.01893;7.52599;0;;;;;0;;;;;;;;;;;;;;cm;;8.0;m;2020-06;68231;0000;682310000;Z;Z;6823100;68202;44;68;;;;;;;2325.65
160667303;pr;mn;v;0;132;451.0;5;245000;165000.0;80000.0;0;0;0;0;0;;47.71548;7.1499;0;;;;;0;;;;;;;;;;;;;;cm;;7.0;m;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;;;;;;;1856.06
160617287;pr;mn;v;0;105;500.0;5;315650;220650.0;95000.0;0;0;0;0;0;;47.71548;7.1499;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;;;;;;;3006.19
160617289;pr;mn;v;0;120;644.0;5;347840;224840.0;123000.0;0;0;0;0;0;;47.71548;7.1499;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;;;;;;;2898.67
160173267;pr;mn;v;0;130;451.0;6;318000;;;0;0;0;0;0;;47.71548;7.1499;0;;;;;0;;;;;;;;;;;;;;cm;;2.0;m;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;8.76;2.0;0.043;8.76;2.0;0.043;2446.15
160173275;pr;mn;v;0;100;451.0;5;257150;;;0;0;1;0;0;;47.71548;7.1499;0;;;;;0;;;;;;;;;;;;;;cm;;2.0;m;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;;;;;;;2571.5
ag670547-252666901;pr;m;v;0;825;2700.0;10;835000;;;0;0;0;7;NS;;47.72373;7.16272;Non;2.0;;8.0;False;0;;;6.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;;;;;;;1012.12
immo-facile-35774640;pr;a;v;0;95;;3;199680;;;0;1;0;1;C;121;47.71719;7.16608;Oui;2.0;;1.0;True;0;D;2003.0;1.0;;;;;;24.0;720.0;Gaz;Radiateur;Individuel;a;n;-891.0;a;2020-06;68059;0000;680590000;Z;Z;6805900;68110;44;68;11.83;10.0;0.068;11.83;10.0;0.068;2101.89
160019057;pr;mn;v;0;96;706.0;4;231400;114500.0;116900.0;0;0;0;0;0;;47.67752;7.26846;0;;;;;0;;;;;;;;;;;;;;cm;;9.0;m;2020-06;68152;0000;681520000;Z;Z;6815200;68117;44;68;;;;;;;2410.42
ag681158-254578083;pr;m;v;0;210;;6;545000;;;0;0;0;2;B;89;47.67333;7.26644;Oui;2.0;;2.0;;0;;;3.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68152;0000;681520000;Z;Z;6815200;68117;44;68;9.57;4.0;0.044;9.57;4.0;0.044;2595.24
ag681110-254530953;pr;a;v;0;115;;5;245500;;;0;0;0;2;C;145;47.67127;7.25694;Non;2.0;;1.0;;0;A;;2.0;;;;;;;;;;;a;n;-900.0;a;2020-06;68152;0000;681520000;Z;Z;6815200;68117;44;68;11.26;2.0;0.063;11.26;2.0;0.063;2134.78
hektor-MAYAIMMO2020-1062;pr;m;v;0;142;512.0;6;345000;;;0;0;1;1;B;85;47.6422;7.23678;Non;2.0;;6.0;True;Sud;A;2015.0;2.0;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68010;0000;680100000;Z;Z;6801000;68206;44;68;;;;;;;2429.58
iad-france-782758;pr;m;v;0;124;;4;219500;;;0;0;0;0;C;147;48.00289;7.51607;Oui;1.0;;;False;0;A;;;;;False;;;;;;;;m;n;-900.0;m;2020-06;68360;0000;683600000;Z;Z;6836000;68000;44;68;;;;;;;1770.16
orpi-1-054041E1M1KQ;pr;m;v;0;95;1764.0;4;170000;;;0;0;0;1;G;641;47.80062;7.03401;Oui;;;4.0;;0;C;;;;;;;;;;;;;a;n;-892.0;m;2020-06;68046;0000;680460000;Z;Z;6804600;68000;44;68;;;;;;;1789.47
immo-facile-37129437;pr;a;v;0;48;;2;129600;;;0;0;0;0;C;;48.07978;7.39627;Oui;;;;;0;D;;;;;;;;;;;;;a;n;-892.0;a;2020-06;68145;0101;681450101;H;H;6814501;68501;44;68;11.58;18.0;0.051;11.8;27.0;0.052;2700.0
century-21-202_3185_1166;pr;m;v;0;115;360.0;6;334000;;;0;0;1;1;0;;48.08043;7.39469;Oui;;;2.0;;0;;1945.0;2.0;0.0;;;;;;;Électrique;Sol;Individuel;a;n;-892.0;m;2020-06;68145;0101;681450101;H;H;6814501;68501;44;68;;;;9.41;5.0;0.039;2904.35
160667287;pr;mn;v;0;96;551.0;4;217500;114500.0;103000.0;0;0;0;0;0;;47.54848;7.32055;0;;;;;0;;;;;;;;;;;;;;cm;;7.0;m;2020-06;68355;0000;683550000;Z;Z;6835500;68113;44;68;9.18;2.0;0.049;9.18;2.0;0.049;2265.62
guy-hoquet-immo-facile-2801999;pr;a;v;0;45;;2;236300;;;0;0;1;0;VI;;47.54838;7.32064;Oui;2.0;;3.0;;0;VI;2019.0;1.0;1.0;;;;True;;;;;;a;n;-900.0;a;2020-06;68355;0000;683550000;Z;Z;6835500;68113;44;68;10.96;16.0;0.025;10.96;16.0;0.025;5251.11
ag671474-254738877;pr;m;v;0;167;1000.0;5;340000;;;0;1;1;1;D;200;47.5558;7.32042;Oui;;;6.0;True;0;E;;2.0;;;;;;;;Fioul;;;a;n;-900.0;m;2020-06;68355;0000;683550000;Z;Z;6835500;68113;44;68;9.77;2.0;0.058;9.77;2.0;0.058;2035.93
160402141;pr;m;v;0;90;;5;295438;;;0;0;0;0;0;;47.65672;7.49426;Non;;;;;0;;;;;;;;;;;;;;ca;;0.0;m;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;12.38;6.0;0.045;12.38;6.0;0.045;3282.64
hektor-MAYAIMMO2020-780;pr;a;v;0;78;;4;254000;;;0;0;0;1;C;136.0;47.65306;7.45092;Non;;;2.0;False;0;D;2007.0;2.0;;;;;True;;;;;Individuel;a;n;-900.0;a;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;11.67;23.0;0.043;11.67;23.0;0.043;3256.41
immo-facile-adresse-11069339;pr;a;v;0;83;;4;245000;;;0;0;0;1;D;;47.65093;7.45758;Oui;3.0;;;;Sud;VI;2010.0;1.0;1.0;;True;;True;102.0;140.0;Gaz;Radiateur;Individuel;a;n;-900.0;a;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;11.67;23.0;0.047;11.67;23.0;0.047;2951.81
hektor-MAYAIMMO2020-1745;pr;a;v;0;76;;4;215000;;;0;0;0;1;D;169.0;47.65302;7.45744;Oui;;;;False;Sud-Est;E;2007.0;1.0;;;;;True;;1228.0;;;;a;n;-900.0;a;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;11.67;23.0;0.05;11.67;23.0;0.05;2828.95
hektor-MAYAIMMO2020-799;pr;a;v;0;69;;3;185000;;;0;0;0;1;D;218.0;47.65919;7.45166;Oui;;;;True;0;B;2000.0;;;;;;;;;Électrique;;;a;n;-900.0;a;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;11.75;53.0;0.053;11.75;53.0;0.053;2681.16
hektor-MAYAIMMO2020-778;pr;a;v;0;72;;3;216000;;;0;0;1;0;C;149.0;47.65577;7.4576;Oui;;;2.0;False;0;D;2009.0;2.0;;;;;True;;;;;Individuel;a;n;-900.0;a;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;11.75;53.0;0.047;11.75;53.0;0.047;3000.0
ag681113-254925603;pr;a;v;0;74;;4;79000;;;0;0;0;0;D;229;47.77727;7.3212;Non;4.0;;1.0;;Sud;E;;1.0;;;;;;;;;;;a;n;-900.0;a;2020-06;68166;0102;681660102;H;H;6816601;68701;44;68;9.26;8.0;0.104;10.12;22.0;0.114;1067.57
guy-hoquet-immo-facile-2798086;pr;a;v;0;65;;3;60000;;;0;0;0;0;E;310.0;47.78188;7.32072;Non;4.0;;;;0;F;1970.0;;;;;;;153.0;1580.0;;;;a;n;-892.0;a;2020-06;68166;0102;681660102;H;H;6816601;68701;44;68;10.39;10.0;0.135;11.06;63.0;0.144;923.08
159724571;pr;a;v;0;54;;3;140000;;;594;0;0;0;C;134;47.79633;7.33445;Oui;;;;;0;D;;;;;;;;20.0;;;;;a;;1.0;a;2020-06;68166;0105;681660105;H;H;6816601;68701;44;68;10.52;12.0;0.049;11.06;63.0;0.051;2592.59
citya-immobilier-1273-TAPP430136;pr;a;v;2;79;;4;138000;;;0;0;0;1;D;153.0;47.79965;7.34312;Oui;4.0;;0.0;;0;E;1983.0;;0.0;;;;True;165.0;2730.0;;;Collectif;a;n;-900.0;a;2020-06;68166;0105;681660105;H;H;6816601;68701;44;68;9.11;3.0;0.063;10.12;22.0;0.07;1746.84
ag750665-253923435;pr;m;v;0;230;;8;599500;;;0;0;0;2;C;113;47.79548;7.32508;Non;1.0;;2.0;True;0;D;;3.0;;;;;;;;Gaz;;;a;n;-900.0;m;2020-06;68166;0105;681660105;H;H;6816601;68701;44;68;;;;;;;2606.52
hektor-MAYAIMMO2020-1753;pr;m;v;0;102;612.0;4;250000;;;0;0;0;1;D;225;47.79652;7.33666;Oui;2.0;;2.0;False;Sud;C;2002.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;-900.0;m;2020-06;68166;0105;681660105;H;H;6816601;68701;44;68;11.86;3.0;0.058;11.72;5.0;0.057;2450.98
ag671474-254113500;pr;a;v;2;75;;4;143000;;;0;1;0;1;D;153;47.79895;7.33398;Non;3.0;;1.0;True;0;E;;1.0;;;;;True;150.0;2560.0;Gaz;;;a;n;-900.0;a;2020-06;68166;0105;681660105;H;H;6816601;68701;44;68;9.11;3.0;0.057;10.12;22.0;0.064;1906.67
ag680632-251942458;pr;a;v;4;54;;3;142000;;;0;1;0;1;C;134.0;47.79752;7.33363;Oui;4.0;;1.0;False;0;D;;1.0;;;False;;False;20.0;1560.0;Gaz;;Individuel;a;n;-891.0;a;2020-06;68166;0105;681660105;H;H;6816601;68701;44;68;10.52;12.0;0.048;11.06;63.0;0.05;2629.63
hektor-lifeimmo-1810;pr;m;v;0;99;281.0;5;210000;;;0;0;0;1;E;252.0;47.79001;7.31786;Oui;1.0;;;False;Nord Est Ouest;F;1977.0;1.0;1.0;;;;;2.0;;;;Individuel;a;n;-900.0;m;2020-06;68166;0101;681660101;H;H;6816601;68701;44;68;;;;11.04;4.0;0.062;2121.21
160182105;pr;mn;v;0;117;659.0;5;350000;259000.0;91000.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2991.45
160182103;pr;mn;v;0;116;642.0;5;289300;199800.0;89500.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2493.97
160182099;pr;mn;v;0;113;659.0;5;327900;236900.0;91000.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2901.77
160182101;pr;mn;v;0;103;682.0;5;309200;213720.0;95480.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;3001.94
160182107;pr;mn;v;0;97;642.0;5;279800;190300.0;89500.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2884.54
160182109;pr;mn;v;0;95;642.0;5;274100;184600.0;89500.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;1.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2885.26
immo-facile-37468839;pr;m;v;0;86;770.0;4;174400;;;0;0;0;0;F;;47.91791;7.53583;Oui;;;;;0;D;;;;;;;;;;;;;a;n;-900.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;10.15;12.0;0.06;10.15;12.0;0.06;2027.91
